id,name,name_en,name_kana,lat,lon,place_type,is_in,old_name,all_tags
8726976686,"百草","Mogusa","もぐさ",35.637571,139.434088,neighbourhood,"","","{""name"":""百草"",""name:en"":""Mogusa"",""name:ja"":""百草"",""name:ja-Hira"":""もぐさ"",""place"":""neighbourhood""}"
8726976687,"東寺方三丁目","Higashiteragata 3-chome","ひがしてらがた3ちょうめ",35.636249,139.437016,neighbourhood,"","","{""name"":""東寺方三丁目"",""name:en"":""Higashiteragata 3-chome"",""name:ja"":""東寺方三丁目"",""name:ja-Hira"":""ひがしてらがた3ちょうめ"",""place"":""neighbourhood""}"
8726976688,"愛宕二丁目","Atago 2-chome","あたご2ちょうめ",35.634622,139.439289,neighbourhood,"","","{""name"":""愛宕二丁目"",""name:en"":""Atago 2-chome"",""name:ja"":""愛宕二丁目"",""name:ja-Hira"":""あたご2ちょうめ"",""place"":""neighbourhood""}"
8726976689,"愛宕三丁目","Atago 3-chome","あたご3ちょうめ",35.632925,139.433111,neighbourhood,"","","{""name"":""愛宕三丁目"",""name:en"":""Atago 3-chome"",""name:ja"":""愛宕三丁目"",""name:ja-Hira"":""あたご3ちょうめ"",""place"":""neighbourhood""}"
8726976690,"乞田","Kotta","こった",35.632159,139.44,neighbourhood,"","","{""name"":""乞田"",""name:en"":""Kotta"",""name:ja"":""乞田"",""name:ja-Hira"":""こった"",""place"":""neighbourhood""}"
8726976691,"桜ケ丘三丁目","Sakuragaoka 3-chome","さくらがおか3ちょうめ",35.639239,139.440676,neighbourhood,"","","{""name"":""桜ケ丘三丁目"",""name:en"":""Sakuragaoka 3-chome"",""name:ja"":""桜ケ丘三丁目"",""name:ja-Hira"":""さくらがおか3ちょうめ"",""place"":""neighbourhood""}"
8726976692,"落川","Ochikawa","おちかわ",35.639548,139.437267,neighbourhood,"","","{""name"":""落川"",""name:en"":""Ochikawa"",""name:ja"":""落川"",""name:ja-Hira"":""おちかわ"",""place"":""neighbourhood""}"
8726976693,"関戸四丁目","Sekido 4-chome","せきど4ちょうめ",35.649282,139.449025,neighbourhood,"","","{""name"":""関戸四丁目"",""name:en"":""Sekido 4-chome"",""name:ja"":""関戸四丁目"",""name:ja-Hira"":""せきど4ちょうめ"",""place"":""neighbourhood""}"
8726976694,"東寺方","Higashiteragata","ひがしてらがた",35.644409,139.439427,neighbourhood,"","","{""name"":""東寺方"",""name:en"":""Higashiteragata"",""name:ja"":""東寺方"",""name:ja-Hira"":""ひがしてらがた"",""place"":""neighbourhood""}"
8726976695,"諏訪一丁目","Suwa 1-chome","すわ1ちょうめ",35.632185,139.450681,neighbourhood,"","","{""name"":""諏訪一丁目"",""name:en"":""Suwa 1-chome"",""name:ja"":""諏訪一丁目"",""name:ja-Hira"":""すわ1ちょうめ"",""place"":""neighbourhood""}"
8726976696,"桜ケ丘一丁目","Sakuragaoka 1-chome","さくらがおか1ちょうめ",35.64396,139.447424,neighbourhood,"","","{""name"":""桜ケ丘一丁目"",""name:en"":""Sakuragaoka 1-chome"",""name:ja"":""桜ケ丘一丁目"",""name:ja-Hira"":""さくらがおか1ちょうめ"",""place"":""neighbourhood""}"
8726976697,"桜ケ丘四丁目","Sakuragaoka 4-chome","さくらがおか4ちょうめ",35.643792,139.442887,neighbourhood,"","","{""name"":""桜ケ丘四丁目"",""name:en"":""Sakuragaoka 4-chome"",""name:ja"":""桜ケ丘四丁目"",""name:ja-Hira"":""さくらがおか4ちょうめ"",""place"":""neighbourhood""}"
8726976698,"諏訪六丁目","Suwa 6-chome","すわ6ちょうめ",35.620661,139.457763,neighbourhood,"","","{""name"":""諏訪六丁目"",""name:en"":""Suwa 6-chome"",""name:ja"":""諏訪六丁目"",""name:ja-Hira"":""すわ6ちょうめ"",""place"":""neighbourhood""}"
8726976699,"諏訪二丁目","Suwa 2-chome","すわ2ちょうめ",35.625948,139.451262,neighbourhood,"","","{""name"":""諏訪二丁目"",""name:en"":""Suwa 2-chome"",""name:ja"":""諏訪二丁目"",""name:ja-Hira"":""すわ2ちょうめ"",""place"":""neighbourhood""}"
8726976700,"諏訪五丁目","Suwa 5-chome","すわ5ちょうめ",35.621467,139.453821,neighbourhood,"","","{""name"":""諏訪五丁目"",""name:en"":""Suwa 5-chome"",""name:ja"":""諏訪五丁目"",""name:ja-Hira"":""すわ5ちょうめ"",""place"":""neighbourhood""}"
8726976701,"永山一丁目","Nagayama 1-chome","ながやま1ちょうめ",35.631485,139.445637,neighbourhood,"","","{""name"":""永山一丁目"",""name:en"":""Nagayama 1-chome"",""name:ja"":""永山一丁目"",""name:ja-Hira"":""ながやま1ちょうめ"",""place"":""neighbourhood""}"
8726976702,"関戸五丁目","Sekido 5-chome","せきど5ちょうめ",35.644326,139.451411,neighbourhood,"","","{""name"":""関戸五丁目"",""name:en"":""Sekido 5-chome"",""name:ja"":""関戸五丁目"",""name:ja-Hira"":""せきど5ちょうめ"",""place"":""neighbourhood""}"
8726976703,"聖ケ丘一丁目","Hijirigaoka 1-chome","ひじりがおか1ちょうめ",35.63803,139.454076,neighbourhood,"","","{""name"":""聖ケ丘一丁目"",""name:en"":""Hijirigaoka 1-chome"",""name:ja"":""聖ケ丘一丁目"",""name:ja-Hira"":""ひじりがおか1ちょうめ"",""place"":""neighbourhood""}"
8726976704,"馬引沢一丁目","Mahikizawa 1-chome","まひきざわ1ちょうめ",35.635795,139.450982,neighbourhood,"","","{""name"":""馬引沢一丁目"",""name:en"":""Mahikizawa 1-chome"",""name:ja"":""馬引沢一丁目"",""name:ja-Hira"":""まひきざわ1ちょうめ"",""place"":""neighbourhood""}"
8726976705,"連光寺","Renkoji","れんこうじ",35.646284,139.466847,neighbourhood,"","","{""name"":""連光寺"",""name:en"":""Renkoji"",""name:ja"":""連光寺"",""name:ja-Hira"":""れんこうじ"",""place"":""neighbourhood""}"
8726976706,"唐木田一丁目","Karakida 1-chome","からきだ1ちょうめ",35.614737,139.406348,neighbourhood,"","","{""name"":""唐木田一丁目"",""name:en"":""Karakida 1-chome"",""name:ja"":""唐木田一丁目"",""name:ja-Hira"":""からきだ1ちょうめ"",""place"":""neighbourhood""}"
8726976707,"豊ケ丘四丁目","Toyogaoka 4-chome","とよがおか4ちょうめ",35.6148608,139.4365737,neighbourhood,"","","{""name"":""豊ケ丘四丁目"",""name:en"":""Toyogaoka 4-chome"",""name:ja"":""豊ケ丘四丁目"",""name:ja-Hira"":""とよがおか4ちょうめ"",""place"":""neighbourhood""}"
